Entry	Entry name	Gene names
Q12772	SRBP2_HUMAN	SREBF2 BHLHD2 SREBP2
A0A024R1Q0	A0A024R1Q0_HUMAN	SREBF2 hCG_41541
A0A087X1T2	A0A087X1T2_HUMAN	SREBF2
G3V0I8	G3V0I8_HUMAN	SREBF2 hCG_41541
H0Y7E5	H0Y7E5_HUMAN	SREBF2
O75044	SRGP2_HUMAN	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A
A0A075B743	A0A075B743_HUMAN	SRGAP2
A0A075B7B5	A0A075B7B5_HUMAN	SRGAP2
A0A075B7E6	A0A075B7E6_HUMAN	SRGAP2
A0A075B7E9	A0A075B7E9_HUMAN	SRGAP2
A0A1S5UZH8	A0A1S5UZH8_HUMAN	SRGAP2
B7ZM87	B7ZM87_HUMAN	SRGAP2
E9PDX4	E9PDX4_HUMAN	SRGAP2
Q5VZB3	Q5VZB3_HUMAN	SRGAP2 RP11-421E17.2-005
Q5VZB4	Q5VZB4_HUMAN	SRGAP2 RP11-421E17.2-002
Q5VZB5	Q5VZB5_HUMAN	SRGAP2 RP11-421E17.2-001
O43295	SRGP3_HUMAN	SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2
A0A087WZH4	A0A087WZH4_HUMAN	SRGAP3
A0A2X0U4U8	A0A2X0U4U8_HUMAN	SRGAP3
Q8IXS7	Q8IXS7_HUMAN	SRGAP3
P78362	SRPK2_HUMAN	SRPK2
A0A024R704	A0A024R704_HUMAN	SRPK2 hCG_2013856
C9J2M4	C9J2M4_HUMAN	SRPK2
C9JWF7	C9JWF7_HUMAN	SRPK2
F8WAV6	F8WAV6_HUMAN	SRPK2
F8WBW4	F8WBW4_HUMAN	SRPK2
H7C521	H7C521_HUMAN	SRPK2
H7C5L6	H7C5L6_HUMAN	SRPK2
Q75MW9	Q75MW9_HUMAN	SRPK2
Q9BRL6	SRSF8_HUMAN	SRSF8 SFRS2B SRP46
P81877	SSBP2_HUMAN	SSBP2 SSDP2
A0A087X159	A0A087X159_HUMAN	SSBP2
D6RAC5	D6RAC5_HUMAN	SSBP2
H0Y9M5	H0Y9M5_HUMAN	SSBP2
H0Y9V4	H0Y9V4_HUMAN	SSBP2
A1L4H1	SRCRL_HUMAN	SSC5D
K7EPL3	K7EPL3_HUMAN	SSC5D
M0QZ17	M0QZ17_HUMAN	SSC5D
Q8WYL5	SSH1_HUMAN	SSH1 KIAA1298 SSH1L
F8VS18	F8VS18_HUMAN	SSH1
F8W1D9	F8W1D9_HUMAN	SSH1
H0YHR3	H0YHR3_HUMAN	SSH1
Q76I76	SSH2_HUMAN	SSH2 KIAA1725 SSH2L
A0A3B3IS79	A0A3B3IS79_HUMAN	SSH2
A0A3B3ITS1	A0A3B3ITS1_HUMAN	SSH2 hCG_2003225
F5H527	F5H527_HUMAN	SSH2
J3KSP5	J3KSP5_HUMAN	SSH2
J3KSQ9	J3KSQ9_HUMAN	SSH2
K7EKN7	K7EKN7_HUMAN	SSH2
K7EP00	K7EP00_HUMAN	SSH2
K7EQZ0	K7EQZ0_HUMAN	SSH2
L8E929	L8E929_HUMAN	SSH2
Q16842	SIA4B_HUMAN	ST3GAL2 SIAT4B
A0A024QZA4	A0A024QZA4_HUMAN	ST3GAL2 hCG_32368
Q11203	SIAT6_HUMAN	ST3GAL3 SIAT6
A0A1B2JLU4	A0A1B2JLU4_HUMAN	ST3GAL3
A0A2R8Y244	A0A2R8Y244_HUMAN	ST3GAL3
A0A2R8Y4W6	A0A2R8Y4W6_HUMAN	ST3GAL3
A0A2R8Y4Y4	A0A2R8Y4Y4_HUMAN	ST3GAL3
A0A2R8Y682	A0A2R8Y682_HUMAN	ST3GAL3
A0A2R8Y6H4	A0A2R8Y6H4_HUMAN	ST3GAL3
A0A2R8Y6K5	A0A2R8Y6K5_HUMAN	ST3GAL3
A0A2R8Y6L4	A0A2R8Y6L4_HUMAN	ST3GAL3
A0A2R8Y6U3	A0A2R8Y6U3_HUMAN	ST3GAL3
A0A2R8Y6U8	A0A2R8Y6U8_HUMAN	ST3GAL3
A0A2R8Y717	A0A2R8Y717_HUMAN	ST3GAL3
A0A2R8Y732	A0A2R8Y732_HUMAN	ST3GAL3
A0A2R8Y7B2	A0A2R8Y7B2_HUMAN	ST3GAL3
A0A2R8Y7D5	A0A2R8Y7D5_HUMAN	ST3GAL3
A0A2R8Y7D8	A0A2R8Y7D8_HUMAN	ST3GAL3
A0A2R8Y7H6	A0A2R8Y7H6_HUMAN	ST3GAL3
A0A2R8Y7J2	A0A2R8Y7J2_HUMAN	ST3GAL3
A0A2R8Y7Z2	A0A2R8Y7Z2_HUMAN	ST3GAL3
A0A2R8Y847	A0A2R8Y847_HUMAN	ST3GAL3
A0A2R8YCV7	A0A2R8YCV7_HUMAN	ST3GAL3
A0A2R8YDA9	A0A2R8YDA9_HUMAN	ST3GAL3
A0A2R8YDB0	A0A2R8YDB0_HUMAN	ST3GAL3
A0A2R8YDJ6	A0A2R8YDJ6_HUMAN	ST3GAL3
A0A2R8YE42	A0A2R8YE42_HUMAN	ST3GAL3
A0A2R8YF05	A0A2R8YF05_HUMAN	ST3GAL3
A0A2R8YFA0	A0A2R8YFA0_HUMAN	ST3GAL3
A0A2R8YFI8	A0A2R8YFI8_HUMAN	ST3GAL3
A0A2R8YFM5	A0A2R8YFM5_HUMAN	ST3GAL3
A0A2R8YFP6	A0A2R8YFP6_HUMAN	ST3GAL3
A0A2R8YH87	A0A2R8YH87_HUMAN	ST3GAL3
A0A2U3TZH9	A0A2U3TZH9_HUMAN	ST3GAL3
A0A2U3TZK9	A0A2U3TZK9_HUMAN	ST3GAL3
A0A2U3TZM2	A0A2U3TZM2_HUMAN	ST3GAL3
A0A2U3U052	A0A2U3U052_HUMAN	ST3GAL3
E9PJI3	E9PJI3_HUMAN	ST3GAL3
E9PJX2	E9PJX2_HUMAN	ST3GAL3
E9PNN5	E9PNN5_HUMAN	ST3GAL3
H0YEP7	H0YEP7_HUMAN	ST3GAL3
L8E8A4	L8E8A4_HUMAN	ST3GAL3
Q9BVH7	SIA7E_HUMAN	ST6GALNAC5 SIAT7E
F2Z2C8	F2Z2C8_HUMAN	ST6GALNAC5
V5N4G2	V5N4G2_HUMAN	ST6GALNAC5
Q9NRC1	ST7_HUMAN	ST7 FAM4A1 HELG RAY1
Q9Y561	LRP12_HUMAN	LRP12 ST7
B7Z4L1	B7Z4L1_HUMAN	ST7 hCG_15955
B7Z4U3	B7Z4U3_HUMAN	ST7
C9J2Z1	C9J2Z1_HUMAN	ST7
C9JRQ0	C9JRQ0_HUMAN	ST7
C9JRW1	C9JRW1_HUMAN	ST7
C9JU30	C9JU30_HUMAN	ST7
C9JWK8	C9JWK8_HUMAN	ST7
C9JX79	C9JX79_HUMAN	ST7
C9JZV9	C9JZV9_HUMAN	ST7
E7EMS3	E7EMS3_HUMAN	ST7
E7ENZ9	E7ENZ9_HUMAN	ST7
E7EPD9	E7EPD9_HUMAN	ST7
E7EPW5	E7EPW5_HUMAN	ST7
E9PCV1	E9PCV1_HUMAN	ST7
E9PF01	E9PF01_HUMAN	ST7
G3XAH9	G3XAH9_HUMAN	ST7 hCG_15955
H7BXS2	H7BXS2_HUMAN	ST7
Q3YL90	Q3YL90_HUMAN	ST7
Q6ITW2	Q6ITW2_HUMAN	ST7
Q75MZ7	Q75MZ7_HUMAN	ST7
Q9NRC0	Q9NRC0_HUMAN	FAM4A1 ST7
X5DRA0	X5DRA0_HUMAN	ST7
Q8TDW4	ST7L_HUMAN	ST7L ST7R
H0Y7M0	H0Y7M0_HUMAN	ST7L
Q5TEH7	Q5TEH7_HUMAN	ST7L
Q99469	STAC_HUMAN	STAC STAC1
C9J3Z9	C9J3Z9_HUMAN	STAC
E9PEA7	E9PEA7_HUMAN	STAC
F8WB25	F8WB25_HUMAN	STAC
Q8WUK8	Q8WUK8_HUMAN	STAC
Q8WVM7	STAG1_HUMAN	STAG1 SA1 SCC3
Q969W9	PMEPA_HUMAN	PMEPA1 STAG1 TMEPAI
C9JJQ0	C9JJQ0_HUMAN	STAG1
F8WCB3	F8WCB3_HUMAN	STAG1
F8WF82	F8WF82_HUMAN	STAG1
H7C595	H7C595_HUMAN	STAG1
Q68DW7	Q68DW7_HUMAN	STAG1 DKFZp781D1416
Q14849	STAR3_HUMAN	STARD3 CAB1 MLN64
C9J555	C9J555_HUMAN	STARD3
J3KSH0	J3KSH0_HUMAN	STARD3
J3KSL3	J3KSL3_HUMAN	STARD3
J3KT87	J3KT87_HUMAN	STARD3
J3QLA7	J3QLA7_HUMAN	STARD3
J3QLM1	J3QLM1_HUMAN	STARD3
J3QLS1	J3QLS1_HUMAN	STARD3
J3QRG8	J3QRG8_HUMAN	STARD3
J3QRM3	J3QRM3_HUMAN	STARD3
J3QS10	J3QS10_HUMAN	STARD3
Q9P2P6	STAR9_HUMAN	STARD9 KIAA1300
H3BMX7	H3BMX7_HUMAN	STARD9
H3BN21	H3BN21_HUMAN	STARD9
Q9NUL3	STAU2_HUMAN	STAU2
A0A024R7X7	A0A024R7X7_HUMAN	STAU2 hCG_1810951
E5RFK1	E5RFK1_HUMAN	STAU2
E5RGQ5	E5RGQ5_HUMAN	STAU2
E5RGT3	E5RGT3_HUMAN	STAU2
E5RJ67	E5RJ67_HUMAN	STAU2
E5RJN7	E5RJN7_HUMAN	STAU2
E7EPX0	E7EPX0_HUMAN	STAU2
E7EVI1	E7EVI1_HUMAN	STAU2
E7EVJ4	E7EVJ4_HUMAN	STAU2
H0YBY0	H0YBY0_HUMAN	STAU2
Q2TBD5	Q2TBD5_HUMAN	STAU2 hCG_1810951
Q658P3	STEA3_HUMAN	STEAP3 TSAP6
A1P3F0	A1P3F0_HUMAN	STEAP3 hCG_18273
B8ZZX6	B8ZZX6_HUMAN	STEAP3 hCG_18273
Q13586	STIM1_HUMAN	STIM1 GOK
E9PIQ8	E9PIQ8_HUMAN	STIM1
E9PJ19	E9PJ19_HUMAN	STIM1
E9PMB4	E9PMB4_HUMAN	STIM1
E9PN27	E9PN27_HUMAN	STIM1
E9PNJ4	E9PNJ4_HUMAN	STIM1
E9PR07	E9PR07_HUMAN	STIM1
E9PR09	E9PR09_HUMAN	STIM1
E9PRE4	E9PRE4_HUMAN	STIM1
E9PRZ7	E9PRZ7_HUMAN	STIM1
G0XQ39	G0XQ39_HUMAN	STIM1
H0YDB2	H0YDB2_HUMAN	STIM1
V5J3L2	V5J3L2_HUMAN	STIM1
Q13188	STK3_HUMAN	STK3 KRS1 MST2
Q9Y6E0	STK24_HUMAN	STK24 MST3 STK3
A0A087WZ06	A0A087WZ06_HUMAN	STK3
E5RFQ9	E5RFQ9_HUMAN	STK3
E5RIM6	E5RIM6_HUMAN	STK3
Q8NBU1	Q8NBU1_HUMAN	STK3
Q9BXU1	STK31_HUMAN	STK31 SGK396
A4D159	A4D159_HUMAN	STK31 hCG_37985 tcag7.164
A4D160	A4D160_HUMAN	STK31 hCG_37985 tcag7.164
C9JPB1	C9JPB1_HUMAN	STK31
C9JQW5	C9JQW5_HUMAN	STK31
E9PRQ0	E9PRQ0_HUMAN	STK31
F8W6E7	F8W6E7_HUMAN	STK31
Q75MZ9	Q75MZ9_HUMAN	STK31
Q9Y2H1	ST38L_HUMAN	STK38L KIAA0965 NDR2
A0A024RAW5	A0A024RAW5_HUMAN	STK38L hCG_38767
F5GY51	F5GY51_HUMAN	STK38L
F5H0V1	F5H0V1_HUMAN	STK38L
F5H277	F5H277_HUMAN	STK38L
F5H5E6	F5H5E6_HUMAN	STK38L
F5H7Z3	F5H7Z3_HUMAN	STK38L
H0YGN4	H0YGN4_HUMAN	STK38L
I3L0D0	I3L0D0_HUMAN	STK38L
Q9UEW8	STK39_HUMAN	STK39 SPAK
X5D2U3	X5D2U3_HUMAN	STK39
X5D2Y0	X5D2Y0_HUMAN	STK39
X5D7P8	X5D7P8_HUMAN	STK39
X5D9L8	X5D9L8_HUMAN	STK39
X5DP03	X5DP03_HUMAN	STK39
Q9H668	STN1_HUMAN	STN1 OBFC1
Q9Y6Q2	STON1_HUMAN	STON1 SALF SBLF STN1
Q9ULQ0	STRP2_HUMAN	STRIP2 FAM40B KIAA1170
Q8TCJ2	STT3B_HUMAN	STT3B SIMP
Q9P2W9	STX18_HUMAN	STX18 GIG9
D6RC71	D6RC71_HUMAN	STX18
D6RF48	D6RF48_HUMAN	STX18
Q13277	STX3_HUMAN	STX3 STX3A
A0A0C4DGE4	A0A0C4DGE4_HUMAN	STX3
A0A0J9YW33	A0A0J9YW33_HUMAN	STX3
A0A286YF28	A0A286YF28_HUMAN	STX3
E9PN33	E9PN33_HUMAN	STX3
E9PQJ8	E9PQJ8_HUMAN	STX3
O15400	STX7_HUMAN	STX7
Q6ZWJ1	STXB4_HUMAN	STXBP4
B5MCT9	B5MCT9_HUMAN	STXBP4
E7EPP7	E7EPP7_HUMAN	STXBP4
K7ESN8	K7ESN8_HUMAN	STXBP4
Q08AL9	Q08AL9_HUMAN	STXBP4
Q5T5C0	STXB5_HUMAN	STXBP5 LLGL3
H0Y332	H0Y332_HUMAN	STXBP5
Q14DD4	Q14DD4_HUMAN	STXBP5
Q3B794	Q3B794_HUMAN	STXBP5
Q5JRH0	Q5JRH0_HUMAN	STXBP5
Q9Y6J8	STYL1_HUMAN	STYXL1 DUSP24 MKSTYX
A0A024R4L1	A0A024R4L1_HUMAN	STYXL1 hCG_41355
A0A0C4DG63	A0A0C4DG63_HUMAN	STYXL1
C9J4H0	C9J4H0_HUMAN	STYXL1
H0Y6C4	H0Y6C4_HUMAN	STYXL1
H7C1Y2	H7C1Y2_HUMAN	STYXL1
P53999	TCP4_HUMAN	SUB1 PC4 RPO2TC1
D6R970	D6R970_HUMAN	SUB1
D6RC37	D6RC37_HUMAN	SUB1
Q6IBA2	Q6IBA2_HUMAN	PC4 SUB1 hCG_1781938
Q9H7L9	SDS3_HUMAN	SUDS3 SAP45 SDS3
Q2M2F3	Q2M2F3_HUMAN	SUDS3
Q52LB7	Q52LB7_HUMAN	SUDS3
Q9UMX1	SUFU_HUMAN	SUFU UNQ650/PRO1280
A0A223LX15	A0A223LX15_HUMAN	SUFU
A0A6M5WQ99	A0A6M5WQ99_HUMAN	SUFU
Q9HAC7	SUCHY_HUMAN	SUGCT C7orf10 DERP13
H0Y4N1	H0Y4N1_HUMAN	SUGCT
H7C0H3	H7C0H3_HUMAN	SUGCT
H7C1N0	H7C1N0_HUMAN	SUGCT
Q8IWU5	SULF2_HUMAN	SULF2 KIAA1247 UNQ559/PRO1120
B1AMP9	B1AMP9_HUMAN	SULF2
H0Y872	H0Y872_HUMAN	SULF2
Q5BKT1	Q5BKT1_HUMAN	SULF2
Q6DKK3	Q6DKK3_HUMAN	SULF2
Q6IMI4	ST6B1_HUMAN	SULT6B1
A0A0C4DG03	A0A0C4DG03_HUMAN	SULT6B1
C9JFH2	C9JFH2_HUMAN	SULT6B1
Q8TAQ9	SUN3_HUMAN	SUN3 SUNC1
A0A0A0MSG9	A0A0A0MSG9_HUMAN	SUN3
F8WDT4	F8WDT4_HUMAN	SUN3
H7BZA7	H7BZA7_HUMAN	SUN3
H7C2N0	H7C2N0_HUMAN	SUN3
Q6UWL2	SUSD1_HUMAN	SUSD1 UNQ2438/PRO4999
F8WAQ1	F8WAQ1_HUMAN	SUSD1
H0Y6B2	H0Y6B2_HUMAN	SUSD1
H0YCH6	H0YCH6_HUMAN	SUSD1
H3BLV4	H3BLV4_HUMAN	SUSD1
Q9H5I1	SUV92_HUMAN	SUV39H2 KMT1B
C9IYH9	C9IYH9_HUMAN	SUV39H2
C9JMB4	C9JMB4_HUMAN	SUV39H2
G5E9A8	G5E9A8_HUMAN	SUV39H2
H0Y306	H0Y306_HUMAN	SUV39H2
Q5JSS2	Q5JSS2_HUMAN	SUV39H2
Q7L1I2	SV2B_HUMAN	SV2B KIAA0735
Q496J9	SV2C_HUMAN	SV2C KIAA1054
B3KT41	B3KT41_HUMAN	SV2C
O95425	SVIL_HUMAN	SVIL
A0A0J9YWY6	A0A0J9YWY6_HUMAN	SVIL
A0A6I8PIX7	A0A6I8PIX7_HUMAN	SVIL
A0A6I8PL75	A0A6I8PL75_HUMAN	SVIL
L0R8G3	L0R8G3_HUMAN	SVIL
Q569J5	Q569J5_HUMAN	SVIL
Q8N4V2	SVOP_HUMAN	SVOP
H0YHK4	H0YHK4_HUMAN	SVOP
H0YHQ5	H0YHQ5_HUMAN	SVOP
Q5T5J6	SWT1_HUMAN	SWT1 C1orf26
Q5TC96	Q5TC96_HUMAN	SWT1
Q15431	SYCP1_HUMAN	SYCP1 SCP1
A0A024R0I2	A0A024R0I2_HUMAN	SYCP1 hCG_38460
A0A087WZC3	A0A087WZC3_HUMAN	SYCP1
B7ZLS9	B7ZLS9_HUMAN	SYCP1
Q3MHC4	Q3MHC4_HUMAN	SYCP1
Q5VXJ5	Q5VXJ5_HUMAN	SYCP1
Q92797	SYMPK_HUMAN	SYMPK SPK
A0A024R0R6	A0A024R0R6_HUMAN	SYMPK hCG_20812
A0A087WUE9	A0A087WUE9_HUMAN	SYMPK
M0QXP5	M0QXP5_HUMAN	SYMPK
M0R033	M0R033_HUMAN	SYMPK
M0R039	M0R039_HUMAN	SYMPK
M0R180	M0R180_HUMAN	SYMPK
M0R1C2	M0R1C2_HUMAN	SYMPK
M0R3C7	M0R3C7_HUMAN	SYMPK
Q96B47	Q96B47_HUMAN	SYMPK
O14994	SYN3_HUMAN	SYN3
A0A024R1I8	A0A024R1I8_HUMAN	SYN3 hCG_1811993
A0A087WTG8	A0A087WTG8_HUMAN	SYN3
A0A0A0MR68	A0A0A0MR68_HUMAN	SYN3
A6ZJ82	A6ZJ82_HUMAN	SYN3
Q17R54	Q17R54_HUMAN	SYN3
Q4TT46	Q4TT46_HUMAN	SYN3
Q8NF91	SYNE1_HUMAN	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1
A0A0C4DG40	A0A0C4DG40_HUMAN	SYNE1
A0A0C4DH48	A0A0C4DH48_HUMAN	SYNE1
A0A1Z2R910	A0A1Z2R910_HUMAN	SYNE1
A0A5F9ZH00	A0A5F9ZH00_HUMAN	SYNE1
A0A5F9ZH86	A0A5F9ZH86_HUMAN	SYNE1
A0A5F9ZH87	A0A5F9ZH87_HUMAN	SYNE1
A0A5F9ZHB2	A0A5F9ZHB2_HUMAN	SYNE1
A0A5F9ZHD7	A0A5F9ZHD7_HUMAN	SYNE1
A0A5F9ZHE1	A0A5F9ZHE1_HUMAN	SYNE1
A0A5F9ZHI3	A0A5F9ZHI3_HUMAN	SYNE1
A0A5F9ZHR3	A0A5F9ZHR3_HUMAN	SYNE1
A0A5F9ZI52	A0A5F9ZI52_HUMAN	SYNE1
A7E2D5	A7E2D5_HUMAN	SYNE1
E9PEL9	E9PEL9_HUMAN	SYNE1
F5GXQ8	F5GXQ8_HUMAN	SYNE1
F5GYQ7	F5GYQ7_HUMAN	SYNE1
F5GZ83	F5GZ83_HUMAN	SYNE1
F5H422	F5H422_HUMAN	SYNE1
F5H4Q0	F5H4Q0_HUMAN	SYNE1
F5H6R8	F5H6R8_HUMAN	SYNE1
F8WAI0	F8WAI0_HUMAN	SYNE1
H0Y325	H0Y325_HUMAN	SYNE1
H0Y326	H0Y326_HUMAN	SYNE1
H0YFT4	H0YFT4_HUMAN	SYNE1
H0YGD3	H0YGD3_HUMAN	SYNE1
I6WNA2	I6WNA2_HUMAN	SYNE1
I6WZ08	I6WZ08_HUMAN	SYNE1
I6WZ14	I6WZ14_HUMAN	SYNE1
I6XKI8	I6XKI8_HUMAN	SYNE1
I6XKJ3	I6XKJ3_HUMAN	SYNE1
I6XTI3	I6XTI3_HUMAN	SYNE1
Q5BKU8	Q5BKU8_HUMAN	SYNE1
Q5JV20	Q5JV20_HUMAN	SYNE1
Q7RTM4	Q7RTM4_HUMAN	SYNE1
O15056	SYNJ2_HUMAN	SYNJ2 KIAA0348
A0A1W2PR85	A0A1W2PR85_HUMAN	SYNJ2
E7ER60	E7ER60_HUMAN	SYNJ2
H0YEV8	H0YEV8_HUMAN	SYNJ2
H7BY56	H7BY56_HUMAN	SYNJ2
Q5TA15	Q5TA15_HUMAN	SYNJ2
Q9UMS6	SYNP2_HUMAN	SYNPO2
B4E258	B4E258_HUMAN	SYNPO2
B9EG60	B9EG60_HUMAN	SYNPO2
H0Y9Y3	H0Y9Y3_HUMAN	SYNPO2
Q17RD7	SYT16_HUMAN	SYT16 STREP14 SYT14L SYT14R
A0A1B0GUW0	A0A1B0GUW0_HUMAN	SYT16
Q9BSW7	SYT17_HUMAN	SYT17
H3BMD4	H3BMD4_HUMAN	SYT17
H3BN78	H3BN78_HUMAN	SYT17
H3BQZ6	H3BQZ6_HUMAN	SYT17
H3BRH9	H3BRH9_HUMAN	SYT17 hCG_38025
H3BSP0	H3BSP0_HUMAN	SYT17
H3BSU5	H3BSU5_HUMAN	SYT17
H3BSX1	H3BSX1_HUMAN	SYT17
Q9H2B2	SYT4_HUMAN	SYT4 KIAA1342
M0QZF3	M0QZF3_HUMAN	SYT4
M0R2I0	M0R2I0_HUMAN	SYT4
Q4VX76	SYTL3_HUMAN	SYTL3 SLP3
H0UI19	H0UI19_HUMAN	SYTL3 hCG_18159
Q96C24	SYTL4_HUMAN	SYTL4
A0A024RCF8	A0A024RCF8_HUMAN	SYTL4 hCG_20193
Q5T011	SZT2_HUMAN	SZT2 C1orf84 KIAA0467
A0A0C4DG05	A0A0C4DG05_HUMAN	SZT2
A0A1W2PQY2	A0A1W2PQY2_HUMAN	SZT2
A0A1W2PRY5	A0A1W2PRY5_HUMAN	SZT2
O95359	TACC2_HUMAN	TACC2
A0A0U1RRM9	A0A0U1RRM9_HUMAN	TACC2
B2RWP4	B2RWP4_HUMAN	TACC2
B7ZMJ9	B7ZMJ9_HUMAN	TACC2
D6RAA5	D6RAA5_HUMAN	TACC2
E7EMZ9	E7EMZ9_HUMAN	TACC2
E9PBC6	E9PBC6_HUMAN	TACC2
E9PGB3	E9PGB3_HUMAN	TACC2
H0Y8P9	H0Y8P9_HUMAN	TACC2
H0Y911	H0Y911_HUMAN	TACC2
H0Y954	H0Y954_HUMAN	TACC2
H0Y9C3	H0Y9C3_HUMAN	TACC2
H0Y9Y7	H0Y9Y7_HUMAN	TACC2
H0YA73	H0YA73_HUMAN	TACC2
Q4VXL4	Q4VXL4_HUMAN	TACC2 hCG_41426
Q4VXL8	Q4VXL8_HUMAN	TACC2
P21452	NK2R_HUMAN	TACR2 NK2R NKNAR TAC2R
A0A087WZ80	A0A087WZ80_HUMAN	TACR2
A6NEW7	A6NEW7_HUMAN	TACR2
Q5VWG9	TAF3_HUMAN	TAF3
Q0VGM1	Q0VGM1_HUMAN	TAF3
O00268	TAF4_HUMAN	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135
A0A0G2JRY5	A0A0G2JRY5_HUMAN	TAF4
V9GY03	V9GY03_HUMAN	TAF4
V9GY14	V9GY14_HUMAN	TAF4
Q92750	TAF4B_HUMAN	TAF4B TAF2C2 TAFII105
A4PBF7	A4PBF7_HUMAN	taf4b
A4PBF8	A4PBF8_HUMAN	taf4b
J3KTH2	J3KTH2_HUMAN	TAF4B hCG_38478
L0R5D1	L0R5D1_HUMAN	TAF4B
Q8N3H0	TAFA2_HUMAN	TAFA2 FAM19A2
A0A0C4DGI5	A0A0C4DGI5_HUMAN	TAFA2
F8VVD7	F8VVD7_HUMAN	TAFA2
F8VVF9	F8VVF9_HUMAN	TAFA2
F8VWB2	F8VWB2_HUMAN	TAFA2
F8VZY8	F8VZY8_HUMAN	TAFA2
Q7Z5A8	TAFA3_HUMAN	TAFA3 FAM19A3
Q96LR4	TAFA4_HUMAN	TAFA4 FAM19A4
A0A0U1RQN7	A0A0U1RQN7_HUMAN	TAFA4
C9JUW7	C9JUW7_HUMAN	TAFA4
Q9UI15	TAGL3_HUMAN	TAGLN3 NP25
C9J5W6	C9J5W6_HUMAN	TAGLN3
C9JCX3	C9JCX3_HUMAN	TAGLN3
H7C5N2	H7C5N2_HUMAN	TAGLN3
Q9HCD6	TANC2_HUMAN	TANC2 KIAA1148 KIAA1636
J3KRP9	J3KRP9_HUMAN	TANC2
J3KTM5	J3KTM5_HUMAN	TANC2
J3QQY7	J3QQY7_HUMAN	TANC2
J3QRF0	J3QRF0_HUMAN	TANC2
Q9C0B7	TNG6_HUMAN	TANGO6 KIAA1746 TMCO7
J3KT80	J3KT80_HUMAN	TANGO6
J3QL82	J3QL82_HUMAN	TANGO6
Q92844	TANK_HUMAN	TANK ITRAF TRAF2
E7EM55	E7EM55_HUMAN	TANK
E7EMT6	E7EMT6_HUMAN	TANK
E7ENY2	E7ENY2_HUMAN	TANK
E7EQA9	E7EQA9_HUMAN	TANK
E7ERM9	E7ERM9_HUMAN	TANK
E7EV32	E7EV32_HUMAN	TANK
E7EVA2	E7EVA2_HUMAN	TANK
E7EW82	E7EW82_HUMAN	TANK
E7EWR8	E7EWR8_HUMAN	TANK
E9PEK1	E9PEK1_HUMAN	TANK
H7BZ28	H7BZ28_HUMAN	TANK
H7C3L4	H7C3L4_HUMAN	TANK
Q4ZG76	Q4ZG76_HUMAN	TANK
Q53TI5	Q53TI5_HUMAN	TANK
Q6NW12	Q6NW12_HUMAN	TANK
Q9H2K8	TAOK3_HUMAN	TAOK3 DPK JIK KDS MAP3K18
F5GWV8	F5GWV8_HUMAN	TAOK3
F5GX96	F5GX96_HUMAN	TAOK3
F5GY38	F5GY38_HUMAN	TAOK3
F5H005	F5H005_HUMAN	TAOK3
F5H0M3	F5H0M3_HUMAN	TAOK3
F5H1I2	F5H1I2_HUMAN	TAOK3
F5H3L7	F5H3L7_HUMAN	TAOK3
F5H5C7	F5H5C7_HUMAN	TAOK3
F5H5E0	F5H5E0_HUMAN	TAOK3
F5H7G4	F5H7G4_HUMAN	TAOK3
G3V1Q8	G3V1Q8_HUMAN	TAOK3 hCG_1812765
H0YF68	H0YF68_HUMAN	TAOK3
Q9H6P5	TASP1_HUMAN	TASP1 C20orf13
H7BZ38	H7BZ38_HUMAN	TASP1
Q5JWM4	Q5JWM4_HUMAN	TASP1
Q86VP1	TAXB1_HUMAN	TAX1BP1 T6BP PRO0105
B8ZZD4	B8ZZD4_HUMAN	TAX1BP1
C9J7J4	C9J7J4_HUMAN	TAX1BP1
C9JBZ7	C9JBZ7_HUMAN	TAX1BP1
F8WBU9	F8WBU9_HUMAN	TAX1BP1
H7C3L5	H7C3L5_HUMAN	TAX1BP1
L8E7U3	L8E7U3_HUMAN	TAX1BP1
V9GZ06	V9GZ06_HUMAN	TAX1BP1
Q86TI0	TBCD1_HUMAN	TBC1D1 KIAA1108
A0JNU9	A0JNU9_HUMAN	TBC1D1
B5MCJ2	B5MCJ2_HUMAN	TBC1D1
B9A6J6	B9A6J6_HUMAN	TBC1D1
C9JIE2	C9JIE2_HUMAN	TBC1D1
H0Y8P0	H0Y8P0_HUMAN	TBC1D1
H0YA01	H0YA01_HUMAN	TBC1D1
H7C0Z7	H7C0Z7_HUMAN	TBC1D1
H7C380	H7C380_HUMAN	TBC1D1
Q6PJJ8	Q6PJJ8_HUMAN	TBC1D1
Q7Z6H2	Q7Z6H2_HUMAN	TBC1D1
O60347	TBC12_HUMAN	TBC1D12 KIAA0608
B9A6L3	B9A6L3_HUMAN	TBC1D12
Q9P2M4	TBC14_HUMAN	TBC1D14 KIAA1322
B9A071	B9A071_HUMAN	TBC1D14
C9J541	C9J541_HUMAN	TBC1D14
C9JP26	C9JP26_HUMAN	TBC1D14
F5GXK4	F5GXK4_HUMAN	TBC1D14
H7BZD7	H7BZD7_HUMAN	TBC1D14
